sha256,pkgName,googlePlayDescription
0BABE018124CF082770ED30CAEF48C36D2C2BA5913248E32EF5DDEB305AD64EE,com.outfit7.talkingpierrefree,"Talking Pierre is in the house! Are you ready for some amazing guitar shredding? Pierre now rocks Smoke on the Water, help him bend the strings!  Download Talking Pierre’s FREE and FUN app and enjoy yourself! He repeats, makes up his own sentences and more!  The genuine bonafide talking parrot has many tricks up his sleeve and he’s ready to have all the fun in the world with you! He repeats after you and makes up new sentences, he rocks it out like a true guitar hero and he dodges those tomatoes like a pro!  Enhance the fun by getting the FULL Talking Pierre app which is filled with new animations and responses!  *** FEATURES *** Talk to Pierre: He repeats and invents his own sentences! Play with Pierre: Try hitting him with a tomato, listen to him rock out on his guitar and have him throw cutlery at you! Interact with Pierre: Rub his belly, poke him or have him jump the way you want him to!  This app is PRIVO certified. The PRIVO safe harbor seal indicates Outfit7 has established COPPA compliant privacy practices to protect your child’s personal information. Our apps do not allow younger children to share their information.   This app contains: - Promotion of Outfit7's products and contextual advertising - Links that direct customers to our websites and other Outfit7 apps - Watching videos of Outfit7's animated characters via YouTube integration - The option to make in-app purchases  Terms of use: https://talkingtomandfriends.com/eula/en/ EEA privacy policy: https://talkingtomandfriends.com/eea/en/ US privacy policy: https://talkingtomandfriends.com/privacy/en/ Brazil privacy policy: https://talkingtomandfriends.com/privacy-brazil/en/ Rest of the world privacy policy: https://talkingtomandfriends.com/privacy/en/ Customer support: support@outfit7.com"
A0D2A26562A95B76D9D32C87B2EED84075BF9A59E6F38C0E7CF750297EBD8E92,com.fingersoft.hillclimb,"Play the original classic Hill Climb Racing! Race your way uphill in this physics based driving game, playable offline!  Meet Bill, the young aspiring uphill racer. He is about to embark on a journey through Climb Canyon that takes him to where no ride has ever been before. With little respect to the laws of physics, Bill will not rest until he has conquered the highest hills up on the moon!  Face challenges in unique hill climbing environments with a wide variety of cars to choose from. Earn points from daring tricks and collect coins to upgrade your car and travel further distances. Watch out though - Bill's neck is not what it used to be when he was a kid! And his good old gasoline crematorium will easily run out of fuel.  Features::  Fresh Content We are still actively developing Hill Climb Racing and adding new vehicles, new stages and new content!   Unique Vehicles Get behind the wheel of a wide variety of different vehicles. From the iconic Hill Climber to bikes, race cars, trucks and even some outlandish vehicles such as the creepy Carantula! Half car, half tarantula, do you dare drive it?  Play Offline Race offline whenever and wherever you want! Hill Climb Racing is playable completely offline. Play it on a bus, plane or train! Play it anywhere!  Wacky Stages Climb Canyon is full of unique challenges and stages for you to overcome with vastly different terrains and hazards. How far can you drive without running out of gas or crashing your vehicle?  Unlock and Upgrade Tune up and fix your dream vehicle with custom parts, skins and upgrades!  Simulated Physics We worked hard on creating a one of a kind in-game physics system where your vehicles will react to the terrain in a unique manner, can you use this to your advantage and conquer the hills?   Daily challenges and events Tackle the daily challenges and events to earn epic rewards!    Remember that we're always reading your feedback and are hard at work creating new content and fixing any issues you may find. Please feel free to report what you like or dislike or any other issues you may have with the game to support@fingersoft.com.   Follow Us: * Facebook: https://www.facebook.com/Fingersoft * X: https://twitter.com/HCR_Official_ * Website: https://www.fingersoft.com * Instagram: https://www.instagram.com/hillclimbracing_official * Discord: https://discord.com/invite/fingersoft * TikTok: https://www.tiktok.com/@hillclimbracing_game * Youtube: https://www.youtube.com/@FingersoftLtd   Terms of Use: https://fingersoft.com/eula-web/ Privacy Policy: https://fingersoft.com/privacy-policy/"
B942DAB0D237A97C55DEF82FAF273E91ACDC123EFDDFA3E2821A1B767DDEBAB7,com.skype.raider,"Skype – Connect, Create, Talk & Discover, now with Microsoft Copilot   COPILOT YOUR WAY THROUGH LIFE Use Microsoft Copilot in Skype Work smarter, be more productive, boost creativity, and stay connected to the people and things in your life with Copilot - an AI companion that works everywhere you do and on any device with the Skype App. Whatever you're into - browsing the web, searching for answers, exploring your creative potential, or coming up with more useful content, Copilot can help you uncover new possibilities.   SKYPE WITH ANYONE FOR FREE Skype is the best way to stay connected with anyone, anywhere, anytime. Whether you want to talk to your family, friends or colleagues. You can make free video calls with up to 100 people, send and receive text messages, use ChatGPT with others, send voice messages, emojis, share your screen to show what you’re working on.  ADD A SECOND NUMBER TO YOUR PHONE Need more privacy? Get a Skype Number, it’s affordable and private. With additional Skype subscription you can also call landlines and mobiles at affordable prices in most countries in the world.  PERSONALIZED NEWS  With Skype Channels you can get free personalized news delivered to you every day. Stay informed, productive, entertained, and inspired with up-to-date news.  • Privacy and Cookies policy: https://go.microsoft.com/fwlink/?LinkID=507539 • Microsoft Services Agreement: https://go.microsoft.com/fwlink/?LinkID=530144 • EU Contract Summary: https://go.skype.com/eu.contract.summary • Consumer Health Data Privacy Policy: https://go.microsoft.com/fwlink/?linkid=2259814  Access Permissions:  All permissions are optional and require consent (you can continue using Skype without granting these permissions, but certain features may not be available).  • Contacts - Skype can sync and upload your device contacts to Microsoft's servers so that you can easily find and connect with your contacts that already use Skype. • Microphone - The microphone is needed for people to hear you during audio or video calls or for you to record audio messages. • Camera - The camera is needed for people to see you during video calls, or for you to be able to take photos or videos whilst you’re using Skype. • Location - You can share your location with other users or use your location to help find relevant places near you. • External Storage - Storage is needed to be able to store photos or to share your photos with others you may chat with. • Notifications - Notifications allow users to know when messages or calls are received even when Skype is not actively used. • Read Phone state - Access to phone state allows you to place a call on hold when a regular phone call is in progress. • System Alert Window - This setting allows Skype screensharing, which requires access to all information on the screen or played on the device whilst you record or broadcast content."
3516F255091BC777E85354E82ADA792FC1893363031F814C21FF1606806C95D7,com.spwebgames.blocks,"Destroy the blocks by rolling the ball into them in this fast-paced tilt game.  Extra points are awarded for destroying three or more blocks of the same colour in a row.   When blocks are destroyed, they may reveal bonus rewards or unpleasant surprises.  Features global high-scores table.  Free game, now with no ads!"
7B5BEDF530ED3D4440FF7AB1CCDF77FDFD18FC928C5DA190D380DB0AC0D48862,com.rockstargames.gtavc,"Welcome back to Vice City. Welcome back to the 1980s.  From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile. Vice City, a huge urban sprawl ranging from the beach to the swamps and the glitz to the ghetto, was one of the most varied, complete and alive digital cities ever created. Combining open-world gameplay with a character driven narrative, you arrive in a town brimming with delights and degradation and given the opportunity to take it over as you choose.   To celebrate its 10 year anniversary, Rockstar Games brings Grand Theft Auto: Vice City to mobile devices with high-resolution graphics, updated controls and a host of new features including:   • Beautifully updated graphics, character models and lighting effects  • New, precisely tailored firing and targeting options  • Custom controls with a fully customizable layout  • Massive campaign with countless hours of gameplay • Compatible with the MoGa Wireless Game Controller and select USB gamepads • Integrated with Immersion tactile effects   • Tailor your visual experience with adjustable graphic settings   Languages Supported: English, French, Italian, German, Spanish, Korean, Russian, and Japanese.   Grand Theft Auto: Vice City is now available on: Android Phones: Motorola Atrix, Motorola Atrix HD, Motorola Atrix 4G, Motorola Photon, HTC Rezound, HTC One X, HTC One X+, Samsung Galaxy Nexus, Samsung Galaxy Note, Samsung Galaxy Note 2, Samsung Galaxy R, Samsung Epic 4G, Samsung Galaxy S2, Samsung Galaxy S3, Google Nexus 4, Sony Xperia Play, Sony Xperia Sola, Sony Xperia S / P / T & TL, Sony Walkman Z Series Media Player   Android Tablets: Acer Iconia, Asus Eee Pad Transformer Prime, Asus Transformer Pad TF300T, Asus Transformer Pad Infinity 700, Motorola Xoom, Samsung Galaxy Tab 7.0 / 7.7 / 8.9 & 10.1, Samsung Galaxy Note 10.1, Sony Tablet S, Sony Tablet P, Sony Xperia Tablet S, Toshiba Thrive, Toshiba Regza, Google Nexus 7, Google Nexus 10, Fujitsu Stylistic 10.1  **Grand Theft Auto: Vice City was developed and tested only on these devices. If your device is not listed, please check support.rockstargames.com for any updates to this list**    For optimal performance, we recommend re-booting your device after downloading and closing other applications when playing Grand Theft Auto: Vice City.   Please ensure you have at least 1.5 GB of free space before installing Grand Theft Auto: Vice City.  Mobile Version developed by War Drum Studios www.wardrumstudios.com    Find out more: www.rockstargames.com   See videos: www.youtube.com/rockstargames   Follow us:  www.facebook.com/rockstargames www.twitter.com/rockstargames"
5A204EC6D8297E2CF795B40B0E9C06C6A7D9F153C1A26550E677E4A1E16CD43D,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
B275E73FA1402DCC3D833F6C92239668E2C288D9B991C7AD7DF115029868BBA9,com.crescentmoongames.redline_rush,"Jump into a super sports car and test your driving skills in this high speed highway racing game where you have to weave through traffic to escape the police. Avoid crashes, take down traffic cars, pick up power-ups and walk to the top of the leaderboard! This game will challenge even the most skilled arcade racing fans. You will feel the heat, you are WANTED! Rule the highway!   Features:  - Breathtaking visuals  - 8+8 sports cars  - 3 amazing tracks  - Epic crashes, nitro  - Challenge your friends  - Runs well on Tablets! - High speed highway police chase - Game Services Leaderboards and Achievements  ""It's a big heap of brainless, petrol-laced fun"" - PocketGamer.co.uk   Join the Chase! Welcome to Redline Rush!  Follow @DogbyteGames on Twitter for news and updates!  Created By Dogbyte Games, creator of Offroad Legends, Blocky Roads, Blocky Highway and Dead Venture."
1F4EF1792A87E493A4EC59BD6C372F6C6389A3CC911FBE81E67D0DA9E92888AA,com.ea.games.nfs13_na,"Google Play Special Offer - Get over 80% off for a limited time only!   “The graphics are absolutely awesome” (Eurogamer.es)  “It pushes the mobile platform to its utmost limits and doesn’t even break a sweat” (Capsule Computers)  **GAME ALERT** Play The Simpsons™: Tapped Out. THIS GAME IS LIFE-RUININGLY FUN! Create your own living, breathing Springfield for free! http://bit.ly/YynjyU  Buckle up, hit the gas and hold on tight; you’re in for the ride of your life. Outrun cops, outsmart rivals – and outdrive your friends – in the most dangerous Need for Speed yet. Do you dare to be the Most Wanted?   **Need for Speed Most Wanted is an immersive, high-quality game. Please note that it requires a 550MB+ download and roughly 1,900MB+ free space on your device. To speed things up, we recommend connecting to WiFi.**  MAKE TROUBLE, GET WANTED Evade a relentless police force while you clash with street racers. Race and chase hot cars like the SRT Viper GTS, Porsche 911 Carrera S, Hummer H1 Alpha, and many more. Feel the intensity of no-brakes-allowed street racing with realistic full-car damage for the first time on mobile.   LEAVE YOUR MARK Log into Origin to check the Wanted List and find out who is the Most Wanted across platforms and among your friends. Then, challenge your friends and prove your racing skills in nonstop competition.   GO FROM ZERO TO MOST WANTED… • Drive and customize over 40 of the world’s most exciting cars • Race the way you want! By popular demand, you can now touch or tilt to steer • Use Mods to enhance your car and get ahead of the pack in style • Experience the action with mind-blowing graphics and intense full-car damage  • Earn Speed Points to unlock new cars • Trick out your phone with an exclusive Most Wanted live wallpaper  Your rivals will do everything they can to stop you from getting to the top – but in this world, there can only be one Most Wanted.  Be the first to know! Get inside EA info on great deals, plus the latest game updates, tips & more… VISIT US: eamobile.com/android FOLLOW US: twitter.com/eamobile LIKE US: facebook.com/eamobile WATCH US: youtube.com/eamobilegames  User Agreement: terms.ea.com Visit https://help.ea.com/ for assistance or inquiries.  EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates.  Important Consumer Information.  This app: Contains direct links to the Internet; Collects data through third party analytics technology (see Privacy & Cookie Policy for details).  Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement."
E42E72972B7803D544C9DD56D65B03EFA88CBFB95B150E4108909F512E354882,com.nextwave.wcc_lt,"World Cricket Championship just got even better!  Play the pack of three of the most electrifying cricket games in the world: - World Cricket Championship - World Premier League - Super Fantasy Cricket League  Don’t have enough points? Request for points from your friends.  Taste the success of team work with the all new Gangs of Cricket! (Success comes with a reward!)  Shout out loud and make new friends at the SHOUTBOARD!  FEEL THE STADIUM COME ALIVE with high quality graphics, professional commentary and a team that you create with your friends.  Have no doubt about the skills of your players. They are armed with wide range of cricket shots like nowhere else!!  Watch your massive sixes fly out in Slow-mo... feel the glory of the moment! Was that a terrific wicket? Check it out in Action Replay.  Challenge your Friend: How good a player are you? Find out by inviting your friends and challenging them to better your score with the awesome asynchronous multiplayer mode!  Play tournaments for unlimited fun, Win matches and go up the leader board to meet a lot champions like you!  Like us: https://www.facebook.com/WorldCricketChampionship   **Following software and hardware requirement is needed for better game play, - Android OS 4.0.3 or later - Device powered by an ARMv7 (Cortex family) CPU - GPU support for OpenGLES 2.0 is recommended - 1GB RAM (recommended for fluid gameplay)  Permissions Required:  READ_PHONE_STATE -Enables us to send you push notifications on various updates & offers. WRITE_EXTERNAL_STORAGE & READ_EXTERNAL_STORAGE - For saving your game progress, statistics, game assets, caching ads & offers."
44EB9FCE7676F7DB07D77766DA0168A7E82FDB835915FAEC2E5D68E587FC8D5F,com.truecaller,"Stay protected from robocallers and scammers with Truecaller. Our powerful Caller ID identifies who is calling and why, so you can decide whether to pick up or not. Use the powerful dialer to call friends, family, or look up a phone number. Truecaller identifies and warns you about fraudsters, telemarketers, and other unwanted or unknown numbers. The Advanced Spam Detector automatically blocks and protects you from unwanted calls and SMS.  AI Call Scanner: Increase your security with AI Call Scanner, integrated into the dialer. This model detects and differentiates between human and AI-synthesized voices, protecting you from potential scams and fraudulent activities. Activate AI Call Scanner with a dedicated button within the Truecaller dialer. The call is merged with our secure phone line, recording a voice sample. Our AI model then analyzes the sample to let you know if you’re speaking to a real person or a bot. Enjoy peace of mind and added security with AI Call Scanner, allowing you to confidently verify caller authenticity and protect yourself from phone scams and fraudulent activities.  Truecaller Assistant: The Smartest Call Screening and Voice-Based Virtual Assistant: Save time and improve spam detection with the AI-powered Assistant that answers your calls. The Assistant uses machine learning and speech-to-text technology to ask questions to the caller, helping you identify who they are and why they called. The Assistant can determine with over 90% accuracy if the call is spam, a scam or a robocaller, helping you decide whether to answer or reject the call. You can also use your voice to let callers hear your  familiar voice, adding a personal touch to the screening process.  World-Class Spam Call Blocker & Detector: Block spam & scam calls and SMS. The Caller ID identifies numbers, and the spam call blocker auto-blocks telemarketers, robocallers, scammers, fraud, sales, and more. The phone numbers on the spam list are updated by millions of users in real-time, helping you block spam calls, robocalls, and fraud. Advanced call blocker for blocking spam calls from countries, similar phone number sequences, robocallers, unknown numbers, telemarketers, and more.  Call Recorder: Record incoming and outgoing calls within your app to boost productivity. AI-Generated Call Subjects generates relevant subjects for your calls, simplifying organization. Call Summary automatically summarizes conversations, enabling you to quickly grasp essential points. Receive a written transcript for easy reading, listening, and referencing.  Powerful Caller ID & dialer with reverse number lookup: The leading Caller ID shows who is calling, even if the number is not in your contacts. The Caller ID tells you if an unknown caller is a business or spam number. Use Truecaller Voice (VOIP) calling to talk to your friends on Truecaller for free. Video Caller ID: Delight your friends and family with a short selfie video. Reverse Number Lookup: Look up numbers to find the person's name. Backup and restore call history, call logs, contacts, messages, block list, and settings to Google Drive.  Messaging: Use Truecaller as your main texting app to send & receive, schedule future messages, and more. Automatically identify & block unknown, spam, scam, or telemarketing SMS. Automatically organized tabs for your text messages: Personal, Important, Other, and Spam.  Truecaller Premium - Upgrade and get access to: No ads Truecaller Assistant Call recording AI Call Scanner Know who viewed your profile Advanced blocking and filtering options - the ultimate spam blocker Announce Calls: Know who’s calling without looking at the phone Incognito mode: View profiles privately Get the Premium badge on your profile 30 contact requests a month  Truecaller doesn't upload your phonebook to make it public or searchable. Trusted by 383 million users globally, we exist to make your communication safer. Got feedback? Write to support@truecaller.com or visit Truecaller Support."
B65DECE09965E0B1E699C450E33E5FBFF6846C04BC8BE6B23414F1C5D44F3FAD,com.zybnet.metronomefree,"ZyMi is the best metronome for Android: accurate, lightweight, colorful and easy to use.  Whether you play the guitar, piano, drums, or you are a singer, a good metronome is always the best companion in your playing/studying sessions.  Features:  - Z-Dial with haptic feedback lets you easily select tempo - Discover bpm by tap - Blink mode - First beat accent - Disabled screen locking (the screen brightness decreases for battery saving after a while) - Very accurate, precise and responsive - Customizable appearance  This version of ZyMi metronome is ad-supported, thus requires some permissions.  If you don't know what a metronome is: it's a tool for musicians, which plays a steady beat and helps keeping a consistent tempo while performing.  About inappropriate ads: I have no control over the ads served. If you think they are not appropriate, there's the ad-free version. It's unfair to leave negative comments not to pay $1!"
DFD02CBC558E729C95AB68BB249AF26601A73A8B8DEFD3BA55375757904B3A46,com.kiloo.subwaysurf,"DASH as fast as you can!  DODGE the oncoming trains!   Help Jake, Tricky & Fresh escape from the grumpy Inspector and his dog.   ★ Grind trains with your cool crew!  ★ Colorful and vivid HD graphics!  ★ Hoverboard Surfing!  ★ Paint powered jetpack!  ★ Lightning fast swipe acrobatics!  ★ Challenge and help your friends!   Join the most daring chase!   A Universal App with HD optimized graphics.  Originally co-developed by SYBO and Kiloo."
61AC5C6E1D65C83A24F0CBD04522CF191DD482F4E4880E834E4EB98857355F15,com.elift.hdplayer,"HD video player is the easiest phone video player, has a powerful video decoding capabilities to easily support you play almost all video files stored on your phone.    <b>Key function points:</b> 1, Private Video Vault & Video Locker & File Protection 2, Manage your security with features like a pin and pattern 3, automatic identification of all the video files in the phone 4, HD playback your video files; 5, thumbnail display the contents of the video file 6, Set private folder feature, keep your video files safe. 7, Play streaming media files. 8, delete files, rename, play pause operation; 9, smooth playback of FLV files; 10, recent playlist 11, Mp3 player with equalizer. 12, quick browser your video folder"
C466061C7896D47839A4790BCBB75376A8EEB4A9EBF4F7BE1A2E76BDF320E3B1,com.sgllk,"This is a connection elimination casual puzzle game. Practicing a person's ability to focus and attentiveness, and accompany the quality of a comprehensive individual It's a simple rule to connect two identical fruits with less than three lines. Simple, but not lacking in challenges, with various maps, you will never get bored. And it requires not only eyesight, but also carefulness."
F87A0566293E0D9EDC1B5619484D7CA1AF1E3C78F246FAF7711A1C80D4EFBA41,si.modula.android.instantheartrate,"Most accurate and easy-to-use heart rate app - Used in heart research at UCSF! - Get your heart rate in less than 10 seconds - Check your stress levels - See trends and insights  You DON’T need a dedicated heart rate monitor to get your pulse, download Instant Heart Rate today and use your camera’s flash to see how healthy you are!  With over 35 million users, the award-winning Instant Heart Rate app is all over the web.  Featured in: CNN, The New York Times, Chicago Tribune, The Guardian, and many more.  #1 Heart Rate app in United States #1 Heart Rate app in Japan #1 Heart Rate app in United Kingdom #1 Heart Rate app in Australia #1 Heart Rate app in Germany #1 Heart Rate app in France #1 Heart Rate app in China #1 Heart Rate app in Russia #1 Heart Rate app in Canada … and many more.  Instant Heart Rate is continuously rated as the world’s best mobile heart rate measurement app and is trusted by Stanford’s leading cardiologists for use in clinical trials.  Measure accurately your pulse and heart beat zone with your heart rate & health monitor after sleeping or during workouts & training. Instant Heart Rate doesn't require heart rate straps. Instant Heart Rate functions similarly to pulse oximeters, detecting change in your finger to provide accurate heart beat measurements.  ❤ Measure your heartbeat, BPM, ❤, or pulse zone accurately in <10 seconds ❤ PPG graph (similar to ECG / EKG / Cardiograph) - see every heart beat and BPM ❤ Cardio workout monitoring to optimize exercise and track progress pre- and post-workout. Use HR as cardiovascular measurement. ❤ Heart rate training zones (Rest, Fat Burn, Cardio, and Peak) ❤ Google Fit support (heart rate and heartbeat data) ❤ No heart rate or heartbeat straps ❤ Share heart beat  How to use Instant Heart Rate, heartbeat counter, to measure your heartbeat accurately? Place finger on phone’s camera to show resting heart rate. Blood circulation to your finger tip may be altered if press hard on camera lens.  How often should you use Instant Heart Rate? For accurate measurement, Instant Heart Rate should be used daily to measure heartbeat or pulse. Recommended to tag your heart rate after sleeping or during workouts to separate resting heart rate from workout heart rate.  What is a normal heart rate or heartbeat? According to American Heart Association (AHA) and the Mayo Clinic, a normal resting heart beat ranges from 60 to 100 beats per minute (BPM). Heart rate can be affected by stress, anxiety, depression, emotions, activity level, fitness level, body composition, and medication use. Knowing heart rate is important heart-health gauge and cardiovascular metric. Heart rate variability is important in measuring stress on your body.  DISCLAIMER - Instant Heart Rate is for entertainment purposes. Consult your doctor or primary care physician if you require first aid, have a medical emergency, heart attack, or cardiac event (when CPR required). - Resting heart rate detection not intended to be used as a medical device or as stethoscope. - Resting pulse oximeter not intended for heart disease or condition diagnosis (afib, heart murmur) - Heart beat detection does not detect blood pressure. - Resting heart beat not intended for baby heart rate. Use others specific for baby heart beat. - Heart rate monitor may cause hot LED flash."
47134386E275A4A48E777BE5072C896AEB00A8EEAE4624A85F3E23D90C96CDFA,com.aceviral.angrygranrun,"Take to the streets with ANGRY GRAN RUN!  Our Granny has been locked away in the Angry Asylum by Fred the agent in white, she's plotting her escape, and she needs YOU to guide her through the streets once she's busted out!   Run, jump, dash and slide over and around tons of different and WACKY obstacles in this crazy new endless running game!  THE BOTS ARE HERE! Bash them out the way and grab their coins to clear up the streets once and for all!   Change your look by buying new costumes including 70's hippy gran, wonder gran, zombie gran and even a PENGUIN COSTUME!   Forget the temple, jungles and subway stations - the cities of New York and Rome await you!  Buy and upgrade loads of different power-ups like BULLET-TIME and INVINCIBLE SHIELDS.   Watch out for ALIENS, DINOSAURS and other INSANE stuff!  Angry Gran Run is the best free 3D running game! If you love grandma games then you will love this cool FREE running game!"
9317C190F69A5015164C4D60149DD650D352EFA10841D7B6963E34E1F105C303,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
29DA6E0BB1FF4C514082F0D3CD999B31FBD7BBE322083FE42E967DA9EFDD1211,ctsoft.androidapps.calltimer,"Call-Timer can make your phone call automatically hang up when call reaches a configurable predefined time..   Why it is needed? Many network carriers or telecom services offer free calls for first 5, 10, 20, xx minutes. If you don’t want to monitoring the elapsed time and manually hang-up the call while talking, then you can have this application do it for you.   ☆ <b>Has been choosen as featured product on Google Play Store many times.</b>  ☆ <b>More than 2 milions downloads</b>  ☆ <b>Support Android 12, 11, 10, 9.0, 8.1, 8.0, 7.1, 7.0, 6.1, 6.0 and below</b>   <b>FEATURES:</b>  • Auto hang up: user sets time limit once the application will time calls and automatically hang up them for you. This is applied for both outgoing calls and incoming calls (depend on configuration).  •  Periodic notifications: This is  useful for people who are charged per minute, per 30 seconds. per xx seconds (depend on configuration).   • Specific numbers (work in all Android versions except Android 9): Allow you to specify individual phone numbers to apply limit of talk time to. You can add phone number to specific number list  either by picking up contact from contacts list or by adding phone number prefixes, which are common beginning digits of the phone numbers that you want to add to the  specific number list. Please note that when you choose to use “Specific numbers” feature, Call Timer will ONLY be activated for those number on th configured specific list.  • Multi-call support. Please read more at http://call-timer.blogspot.com/2013/01/multi-call-feature.html   • Auto redial (except Android 9)  • To be notified before hang-up (through sound or vibration)  • Temporarily disable call timer for current call.  • Exclude contacts from timer (except Android 9): If you don't want call timer to have effect on certain contacts or prefixes (for example, toll free numbers), you could do that though ""Exclude numbers"".  • Widget for fast  dialing frequently contacted numbers.  <b>NOTE on USAGE:</b> OPEN THE APP AT LEAST ONCE AFTER INSTALL.  <b>NOTE on specific phone models</b> <ul> <li><strong>Xaomi phones: </strong> <em> + Open <strong>Settings</strong> app. Tap <strong>Installed Apps</strong> (or Apps or App Management) → <strong>Permissions → Autostart</strong>. Next, switch on <strong>Call Timer </strong>item.   You may also need to: Click Menu icon and swipe Call Timer screen down to lock the app </em></li> <li><strong>Huawei phones: </strong><em>Open Settings (system app) → Battery → Launch (or Auto Launch, depends on phone model). Tap on Call Timer icon and click Ok (so that to change from manage automatically to manage manually.</em> </li> <li><strong>OPPO phones:</strong> <em> + Open <strong>Settings</strong> app. Tap <strong>Apps Management</strong> (or Applications) → <strong>Call Timer.</strong> Next, switch on <strong>Allow auto startup</strong>. For Color OS 3.0, 3.1: + Go to Security Center → Privacy permissions → Startup Manager. Then turn on Call Timer to allow it startup in background. + Go to Batery → Batery optimization--Call Timer. Then choose ""do not optimize"". </em></li> </ul>  Please send suggestions or report bugs to support@ctsoftsolutions.com.  Thank you!  CREDITS:  - Many thanks to Fernando Salazar Peris for Spanish translation! - Many thanks to Mikhail Kitaev for Russian translation! - Many thanks to Yvette Wang for translation into Chinese"
C88E7DFDFE55D47B112DCA62D9F09777EE345E961A261B6D2D877F9025B84D84,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
E3047F99F3A72F266896DEBD3B0EF3B21045C28DD1A3A1B6D25F193DFEE74B2C,com.mojang.minecraftpe,"Minecraft is a game made from blocks that you can transform into whatever you can imagine. Play in Creative mode with unlimited resources, or hunt for tools to fend off danger in Survival mode. With seamless cross-platform play on Minecraft: Bedrock Edition you can adventure solo or with friends, and discover an infinite, randomly generated world filled with blocks to mine, biomes to explore and mobs to befriend (or fight). The choice is yours in Minecraft – so play your way!   EXPAND YOUR GAME:  Minecraft Marketplace - Discover the latest community creations in the marketplace! Get unique worlds, skins, and texture packs from your favorite creators.    Slash commands - Tweak how the game plays: you can give items away, summon mobs, change the time of day, and more.    Add-Ons - Customize your experience even further with free Add-Ons! If you're more tech-inclined, you can modify data-driven behaviors in the game to create new resource packs.   MULTIPLAYER   Realms and Realms Plus - Play with up to 10 friends cross-platform, anytime, anywhere on Realms, your own private server that we host for you. With Realms Plus, get instant access to over 150 Marketplace items with new additions each month. Share with friends on your own private Realms server. Try a free 30-day trial in-app.  Multiplayer - Play with up to 4 friends with a free Xbox Live account online.   Servers - Join free massive multiplayer servers and play with thousands of others! Discover gigantic community-run worlds, compete in unique mini-games and socialize in lobbies full of new friends!    SUPPORT: https://www.minecraft.net/help  LEARN MORE: https://www.minecraft.net/   MINIMUM RECOMMENDED SPECIFICATION   To check the requirements for your device visit: https://help.minecraft.net/hc/en-us/articles/4409172223501"
AB5116D6A5CDE51C8B817037299A63AC0413583944D7618E69CDFB37768B96B5,com.kiloo.subwaysurf,"DASH as fast as you can!  DODGE the oncoming trains!   Help Jake, Tricky & Fresh escape from the grumpy Inspector and his dog.   ★ Grind trains with your cool crew!  ★ Colorful and vivid HD graphics!  ★ Hoverboard Surfing!  ★ Paint powered jetpack!  ★ Lightning fast swipe acrobatics!  ★ Challenge and help your friends!   Join the most daring chase!   A Universal App with HD optimized graphics.  Originally co-developed by SYBO and Kiloo."
