,sha256,pkgName,classID,googlePlayDescription
1014,7B8B137154384B8B539264CFA83D9D7FD85BB97DE5D52348FED76FD77A73303B,com.smartteam.bluclock,Weather,"The Bluetooth smart clock management application pushes the network time and weather information to the Bluetooth smart clock through the APP. It can also set the time zone, alarm, and read local temperature and humidity information to provide users with accurate time and weather information."
1015,35A67F4AC5A5E301571535DF90AA1C8F8D6FCC54502A54B7513B615E6186D812,typhoon.andriod.hy.typhoon1,Weather,"Hurricane & Typhoon Track allows you to keep track of tropical storm ,Typhoon,and hurricane activity in the Global Ocean basins. gives you the most up to the minute and reliable hurricane & Typhoon path,Tracking Map,coordinates data,Satellite Images, Computer Models,Warning Information and high resolution Satellite maps... with data provided by 22,000+ trusted or official weather stations all over the world.   Also, you will be able to stay informed on the status of the local and national power grid and surge probability.   Here are the key highlights of this application...   * Quick overview of active hurricanes, tropical storms, depressions, and other cyclones  * Get real-time Hurricane & Typhoon Tracking   * Emergency Shelters   * Tap on any map to view full screen, with pinch-to-zoom, drag, and scroll support, even during loop playback  * Current Storm Location   * Computer Models   * Forecast cones (5-day uncertainty track), wind speed probability, storm surge maps (when available), and GOES Floater satellite imagery   * Storm Surge Probability   * Optional Forecast Model Viewer Add-On: View forecast models (also known as spag models) for active systems on an interactive map complete with panning, zooming, and individual model point information when tapped. Features selectable models, start time, and run length   * Sharing of screenshots with any app that supports it (Facebook, Twitter, etc.)  * Multiple types of regional summary maps and satellite loops to choose from (full list below)   * Road Maps   * Historical Map   * Per-storm advisory & discussion text from the experts at the National Hurricane Center, Public & Marin Advisory   **************************************  all the data is just from National Oceanic and Atmospheric Administration， (NOAA）   Stay informed about the latest tropical systems in the Atlantic,Pacific,Indian Ocean and Caribbean . Get the most recent maps and forecast details about active storms."
1016,7B8547F1E9BCD2E9EC00A802D817CE079E6C52558B320B8A11D10B2EA0D8C751,weather.forecast.alerts.widget,Weather,"Weather Forecast, one of the <b>best weather app</b>, free to provide the most accurate daily weather forecasts and hourly weather forecasts, severe weather alerts, daily weather updates, storm forecast, weather widgets, weather radar, and global weather! Useful for meteorology fans. Get accurate local weather data quicker and easier than ever before. 💧 💦 ☔️  There is <b>much information</b> in weather forecast which includes up-to-the-minute weather condition, real-time temperature, storm, rainfall, snow, humidity, wind force, and wind direction are all in this weather app, in addition to 14 days future forecast, also hourly weather forecast! ☀️ 🌤 ⛅️   🌦 <b>Weather Features</b> - Add and track the weather conditions in multiple locations - Detect weather in your current location automatically - Allow and disable the notifications - Localized to most of the world languages - Show air quality, including index of PM 2.5, PM 10, SO2, NO2, O3 and CO - Real-time radar, forecast maps - The next 14 days of rainfall - Sunset and sunrise times - Real-time update widget - Daily health & life index - Chart graphs for hourly weather forecast and daily weather forecast - Weather widget and ongoing notification, multiple locations on the widget - Weather forecast for global, ALL is free, weekly, daily, hourly update with real-time - Offer today’s weather, tomorrow’s weather, 14 days weather and 72 hours weather - Prepare in advance with severe weather alerts typhoon warnings & storm forecasts, like storm weather, heatwave, thunderstorm, heavy rainfall and so on.  - Various up-to-the-minute  weather information: temperature, wind, humidity, dew point, precipitation, visibility, sunrise, sunset - Weather supports geo-positioning, retrieving the latest weather conditions for your current location (Automatic location detection by network and GPS) - Change unit setting: Temperature (℃/℉), Time format (12h/24h), Precipitation (mm, inch), wind speed (km/h, mi/h, m/s) - Select a weather data source: AccuWeather, Open Weather, Weather Bit or World Weather Online - Earthquake map: check the latest earthquake information for current location  🌏 <b>Weather forecast for global, for all country & cities </b>  🌪 <b>Weather APP, your truth-worthy Weather Forecast app, will become your personal weather station!</b> If you know weather information, You can prepare your plan carefully, you will be successful at work and have a better life."
1017,6ECAA3BA3F0C709ED29203D4839E796AED4F0B4CA91C54C8850C3EA743490E83,com.eggplant.virgo,WorkoutAndTraining,"Enjoy interactive workouts, with or without Move It smart equipment, for all fitness levels in the comfort of your home. Track your fitness health and get motivated by a large variety of immersive classes taught by renowned instructors, or simply have fun working out through a large variety of game-like, cardio and strength endurance programs.  #How to Join the Move It Interactive Fitness Experience New to Move It? Download the Move It app and register an account to get a free unlimited access 3-day trial to all of Move It’s interactive classes with or without any smart equipment.   Move It smart equipment owners: the app contains a large library of free smart workout programs along with a selection unique VIP programs. Download the Move It app, register an account and you will automatically receive the free unlimited access 3-day trial.  -----------  1) CORE CONTENT Get access to recorded interactive programs or class workouts produced from Move It’s Hong Kong and Guangzhou studios including class types:- Dumbbell cardio - Yoga - Strength endurance - Boxing - Hula hoop dance - Zumba - Meditation - Stretching - Jump rope cardio  2) PRO GUIDANCE Have fun, get results and be motivated by enthusiastic instructor content tailored to get the most out of each droplet of sweat.  3) INTERACTIVE REAL-TIME FEEDBACK Move It Class provides a collaborative workout experience where everyone is encouraged to maintain their training intensity in order to collectively burn enough calories to unlock the class Fitness Treasure reward. Move It Smart equipment on the other hand, tracks real-time motion, to provide unique game-like workout experiences.  4) TRACK PERSONAL GROWTH Set weight goals and easily track calories burned to meet weekly targets. Earn badges for milestone achievements and stay motivated by competing against personal and community records.  5) WORKOUT REWARDS Users within the East Asia region are eligible to earn Reward Keys for completing workouts to unlock weekly Fitness Treasure rewards.  6) CUSTOMIZABLE TOOLSET Move It Gym Kit and Move It Power Dumbbells supports flexible customization from a library of exercises to create personal and unique workout routines.  7) COMMUNITY MOTIVATION Enjoy friendly community competition for different categories of fitness leaderboards. Follow members or coaches to stay up to date with their training progress or class schedule.  8) PRIVATE COACHING Move It Gym Kit and Move It Power Dumbbells offers private fitness plans that provides weekly workout scheduling, nutrition consultation, and progress tracking to maximize training efficiency and fitness knowledge.  9) HEART RATE MONITOR SUPPORT Move It Class and Move It Gym Kit training features support the Apple Watch and Xiaomi Mi Band for real-time heart rate tracking. Readily review a summary of heart rate intensity at the end of each workout session.  10) SMART EQUIPMENT SUPPORT Move It Spin, Move It Power Dumbbells, Move It Beat, Move It Punch, Move It Gym Kit, Move It Body Scale, Move It Heart Rate Band, Apple Watch, and Xiaomi Mi Band.  Download Move It now, and enjoy the immersion of a workout class in the comfort of your own home.  -----------  Details for App Permissions: • Phone: Verify device ID for account sign in and paid content access. • Storage: Save workout feature images or community photos into your device. • Camera: Take pictures & videos for profile, community and chat messenger. • Microphone: Video audio & audio message for chat messenger. • Contact: Sync with Social Media account friends who are on the platform. • GPS: Google’s required setting to connect with Bluetooth equipment.  -----------  For additional inquires, please reach out to us! Email: support@eggplant-tech.comFacebook: MoveitDevice WeChat: MoveItFitness"
1018,A56404A858C551435EC1B4F3379CA1689C9E3E85558B2751C7AF17875A27BC7E,com.lomol.workout.fitness,WorkoutAndTraining,"Are you still unfortunate for not having time to exercise? Are you still helpless for your clam meat? Are you still worried about coaching without a professional coach? Not necessary at all! Women Fitness is an app that helps you to carry out professional fitness guidance without any fitness equipment. Work out at home, make more than 300 exercises for you, and design dozens of fitness programs. It only takes a few minutes a day to help you lose calories without leaving your home. Thin belly, beautiful buttocks, thin waist, weight loss... no longer a dream A healthy body can make a life of jealousy. From now on, start with me and exercise by Women Fitness!!!!   The main function of the fitness instructor: 1. Provide begginer, intermediate and advanced exercise programs for the abdomen, chest, legs, arms, buttocks and body 2. Track and record fitness results and automatically calculate health index 3. Provide 7*4 perfect 28-day full body fitness program, supervise exercise 4. All exercise plans, Work out at home, do not need to go to the gym 5. The whole process is guided by animation and provides video teaching. 6. Voice broadcast action essentials and precautions   Main features of Women Fitness: 1. Easy to use, easy and fast 2. The interface is beautiful and generous 3. All exercise plans, offline can learn   About Women Fitness: 1. Bodybuilding app    Need a bodybuilding instructor to guide? Need to go to the gym for bodybuilding?     That's all in the past, try Women Fitness, all the fitness programs are carefully crafted by experts.  2. Free fitness app    Need to pay? Oh, no. Women Fitness is a fitness software that can be used free of charge.     Of course, you can also upgrade to our exclusive members to share your joy.  3. Workout at home    Women Fitness is a Strength Training App , Home Workout for Women    At the same time, it is also a weight loss app, Contained Fat Burning Workouts and Hiit Workouts    Women Fitness is also a Fitness Coach       If you encounter any software related problems during use, please contact us (you can email us via email) We will continue to develop other related fitness software as needed, so stay tuned!"
1019,225797AE1BA9E1E43FD2BBF104C3EA3DD481CFCCC88D5C92B38C30742223ABA0,com.microwear.mactive2,WorkoutAndTraining,"M Active2 can record your activities, exercise, sleep and more health items throughout the day through smart devices. Including the number of steps, distance, calories burned, sleep and other statistics.  The APP supports message reminders for wearables, including alarm clock reminders, sedentary reminders, call reminders, etc.  1) When you wear the smart device and synchronize to the APP, you can accurately record your step number, distance, calorie consumption and historical sleep statistics.  2) It can accurately record the pace, time, distance and movement track of each historical exercise to improve the effect of running and walking.  3) Smart devices are used to monitor the time of waking, light sleep and deep sleep every night. After synchronizing the APP, historical sleep data can be collected and the comparison of sleep patterns in the past 7 days can be analyzed.  4) Real-time voice calling via Bluetooth, SMS sending and receiving, synchronous SMS, address book, remote photo taking, real-time push of third-party APP messages, etc.  Notes: 1. Most importantly, the app can push SMS and call notifications to the smart bracelet/watch (MTK2502C/D series such as W34, L13, etc.) and inform users of SMS and call notifications at the first time.  2. It should be used with smart bracelet and watch. It cannot play all functions when used alone."
1023,9DD7E684FAE59B52DCC083A067AAB0BD76B58B8F6555A9EF90331599A640F7F8,com.fitnesscoach.workout.loseweight.musclebuilt.noequipment.strengthtraining.workfromhome.health,WorkoutAndTraining,"Want to lose belly fat and get six pack abs for the summer? Want to build Arm Muscles at HOME? Want to train your butt and legs? Fitness Coach-No Equipment, Body Workout provides daily workout routines for all your main muscle groups, including your arms, chest, abs, legs, shoulder and back. With these workouts and exercises, you will get functional strength, explosiveness (explosive power), and a defined body.  WHY CHOOSE OUR FITNESS APP FOR YOUR WORKOUT PLAN? - Specially designed for home workout: no equipment needed - Different levels for you to choose: For you at any time - Full body workout at home: burn fat for weight loss and fitness - Arm workouts, butt workout, abs workout, shoulder workout, back workout, leg workouts are all available - Professional guidances  Professional home workout- No Equipment Needed All the workouts are designed by experts. With animations and video guidance for each exercise, you can make sure you use the right form during each exercise. No equipment needed, just use your body weight can make you easy to do the home workout . The easiest way to lose weight and get fit! Take a few minutes a day to complete workout plan and it can effectively tone your muscles and help you get six pack abs at home.  Workout with different levels No Equipment, Body Workout focuses on 5 major muscle groups. eg: - Arms workouts - Chest workouts - Abs workouts - Legs workouts - Shoulders & back workouts You can choose your focus area. And different levels of workout plan are available to choose. Just follow the workout app to train your body! Fat burning, lose weight, get fit, get slim for fitness now!   Stick with our home workouts, and you will notice a change in your body in just a few short weeks. Build your new body, starting today! A better me is on the way!  If you have any suggestions and problems, please feel free to contact us at Luke99376@gmail.com."
1024,8869F9DCD6ACE1573DB1A84F63C86D25CC1D1898A9BF7E35FB2D2B9BECAD1553,com.yc.gloryfit,WorkoutAndTraining,"GloryFit is a companion app for the smart watch Q18. This app works with the smart watch Q18 to record your exercise details, such as step counting, sleep, heart rate, etc. In addition, GloryFit also supports SMS reminder, call reminder, SMS quick reply, APP reminder and other functions. Obtain accessibility services to assist the App message reminder function, and push messages from other apps to the smart watch Q18."
1027,0CC134EEF3E2A44E0A2403DCAD8D97132D288A894438E10CD4D9632B9D7788E5,com.kct.fundo.btnotification,WorkoutAndTraining,"FunDo APP is a smartwatch companion app. 1, it needs to get the phone's SMS permissions to read the text message display on the smartwatch. If it doesn't have SMS permissions, it won't work. 2, it can read steps, sleep time, heart rate, statistics displayed on the phone from the bound smartwatch."
1028,A9AFC935E35D4F61EDC881EF8F7813493B78E463C0A6BA8B2B9F75255927AE13,com.kct.fundo.btnotification,WorkoutAndTraining,"FunDo APP is a smartwatch companion app. 1, it needs to get the phone's SMS permissions to read the text message display on the smartwatch. If it doesn't have SMS permissions, it won't work. 2, it can read steps, sleep time, heart rate, statistics displayed on the phone from the bound smartwatch."
1031,A6B9D96C8F230A17B3680E2BEB61B88D4E8EE3D29CC7014639DDD75E41EC6A90,com.yc.flagfit,WorkoutAndTraining,"FlagFit is a fashion movement sleep monitoring Bluetooth low energy products. 1, support the pedometer function, exercise calorie conversion 2, sleep monitoring, statistical analysis, quality of sleep people 3, support the sharing of health information, sports and other functions Tips, the phone system must Android4.3 or more and the phone supports BLE (Bluetooth 4.0), APK use with the hardware.  Privacy policy ：https://www.ute-tech.com.cn/privacy-policy/myprivacypolicy_english.htm"
1034,A36DABD25594F8FB5A4E150502040EE8FA9B51A8E998464EE57FB99F5C1A2D81,com.kct.fundo.btnotification,WorkoutAndTraining,"FunDo APP is a smartwatch companion app. 1, it needs to get the phone's SMS permissions to read the text message display on the smartwatch. If it doesn't have SMS permissions, it won't work. 2, it can read steps, sleep time, heart rate, statistics displayed on the phone from the bound smartwatch."
1035,47C084944A66901B9C257DFDB472DFA69EF8E4F376CF5516FFD768E9BA25DF42,com.codingiot.co.fit,WorkoutAndTraining,"Thank you very much for using our product, the App is a companion app for our watch. The App can synchronize data such as steps, calories, mileage, sleep and exercise records recorded by your watch. Your data is displayed in a more user-friendly and beautiful way. After you bind and authorize, we will push the phone call and text message content to the watch to prevent you from missing key information. You can use the App to configure the watch's sedentary reminder interval, alarm clock, schedule, backlight, and weather synchronization, so that you can use the watch better.  Supported watches:        For R4/SMA-R4 series watches, if there is follow-up update support, we will update them in time.  If you have any questions, you can contact us at any time.  Thanks again for your use."
1036,A203148FBB9B12ECA8F18603111B1FDC441C6A81571C69BD51707D2CAC2C42B9,com.kct.fundo.btnotification,WorkoutAndTraining,"FunDo APP is a smartwatch companion app. 1, it needs to get the phone's SMS permissions to read the text message display on the smartwatch. If it doesn't have SMS permissions, it won't work. 2, it can read steps, sleep time, heart rate, statistics displayed on the phone from the bound smartwatch."
1037,6CDD21EE0C400CF44DFE1B9C44EBA2D6F28EDC71D2A3EBCCF0466CD098D7EF64,com.zewa.fit.pro,WorkoutAndTraining,"Thank you very much for using our product, the App is a companion app for our watch. The App can synchronize data such as steps, calories, mileage, sleep and exercise records recorded by your watch. The newly designed UI can display your data in a more user-friendly and beautiful way. After you bind and authorize, we will push the phone call and text message content to the watch to prevent you from missing key information. You can use the App to configure the watch's sedentary reminder interval, alarm clock, schedule, backlight, and weather synchronization, so that you can use the watch better.  Supported watches:        For Zewa series watches, if there is follow-up update support, we will update them in time.  If you have any questions, you can contact us at any time.  Thanks again for your use."
1038,0219A48C3C89E23B5A5E7B271C19D8335CC49BA8F1E32F621EFA1EC70FF13164,com.oraimo.joywear2,WorkoutAndTraining,"Joywear 2 application can work with Oraimo smart bracelet and smart watch ,with intelligent use to manage your daily number of steps, sleeping,heart rate, it can also remind calls in daily life, SMS messages, social networks reminder,it can even co-work with your smartphone to take photos. Obtain accessibility services to assist the App message reminder function, and push messages from other apps to the smart watch (oraimo Watch 32N)."
1040,6DD25AD3867FFE9DE2AE9438C58E9DB1AF405D668FE91C98E9A184744AB356D5,com.kct.fundo.btnotification,WorkoutAndTraining,"FunDo APP is a smartwatch companion app. 1, it needs to get the phone's SMS permissions to read the text message display on the smartwatch. If it doesn't have SMS permissions, it won't work. 2, it can read steps, sleep time, heart rate, statistics displayed on the phone from the bound smartwatch."
1041,379FF71F73B68AF2D223E916308FEC4CE73925EBBDA0072BE16A6C9C53315EE5,com.have.fit.ii,WorkoutAndTraining,"Thank you very much for using our product, the App is a companion app for our watch. The App can synchronize data such as steps, calories, mileage, sleep and exercise records recorded by your watch. The newly designed UI can display your data in a more user-friendly and beautiful way. After you bind and authorize, we will push the Phone call and SMS message content to the watch to prevent you from missing key information. You can use the App to configure the watch's sedentary reminder interval, alarm clock, schedule, backlight, and weather synchronization, so that you can use the watch better.  Supported watches:        For M9016 Series watches, if there is follow-up update support, we will update them in time.  If you have any questions, you can contact us at any time.  Thanks again for your use."
1043,9F48AF437D60948FB21B0E5D8A2A84177F4B1507C0AEDCFF22F46AC7666D713A,com.dtno1.WearPro,WorkoutAndTraining,"WearPro is a companion application for smart watches (DT100). 1. A mobile application with message reminders, alarm clocks, sedentary/drinking reminders, exercise step counting, calories, etc., and provides 24-hour exercise monitoring and health services. 2. The SMS and incoming call can be pushed to the smart watch to display, and the user can know there are SMS and incoming call notifications the first time. 3. Record GPS sports, support running, cycling, walking and climbing sports, support background operation, can record exercise time, exercise distance, pace, cadence, step count and other data."
1044,6E5B3539B80C5B8C6CF39DEE12E9576A71272F1AC1655E765EA2EDCB170DCA20,com.microwear.mactive2,WorkoutAndTraining,"M Active2 can record your activities, exercise, sleep and more health items throughout the day through smart devices. Including the number of steps, distance, calories burned, sleep and other statistics.  The APP supports message reminders for wearables, including alarm clock reminders, sedentary reminders, call reminders, etc.  1) When you wear the smart device and synchronize to the APP, you can accurately record your step number, distance, calorie consumption and historical sleep statistics.  2) It can accurately record the pace, time, distance and movement track of each historical exercise to improve the effect of running and walking.  3) Smart devices are used to monitor the time of waking, light sleep and deep sleep every night. After synchronizing the APP, historical sleep data can be collected and the comparison of sleep patterns in the past 7 days can be analyzed.  4) Real-time voice calling via Bluetooth, SMS sending and receiving, synchronous SMS, address book, remote photo taking, real-time push of third-party APP messages, etc.  Notes: 1. Most importantly, the app can push SMS and call notifications to the smart bracelet/watch (MTK2502C/D series such as W34, L13, etc.) and inform users of SMS and call notifications at the first time.  2. It should be used with smart bracelet and watch. It cannot play all functions when used alone."
1045,216792B5EFB5104CD9A092B720967583E87D051F8FEBE65A1A28037E03B225DD,com.yc.gloryfit,WorkoutAndTraining,"GloryFit is a companion app for the smart watch Q18. This app works with the smart watch Q18 to record your exercise details, such as step counting, sleep, heart rate, etc. In addition, GloryFit also supports SMS reminder, call reminder, SMS quick reply, APP reminder and other functions. Obtain accessibility services to assist the App message reminder function, and push messages from other apps to the smart watch Q18."
1050,002557D37607615083739ABEB8D6FDC05CD27EC93C11045E61384DA35EC73D92,com.onesports.score,,"AiScore is your LIVESCORE EXPERT. More information, more statistics and a completely new experience on your smartphone. Here you are even informed faster than the TV viewers!   In-depth coverage of basketball, baseball, hockey, American football, tennis and soccer, AiScore keeps you well informed of live scores, goals, red or yellow card, head-to-head comparison, schedules and other important statistics at top speed.   AiScore brings you live data, team and player stats, standings, tables and Lineups from NBA Basketball, CBA Basketball, FIBA Basketball, English Premier League football, La Liga football, Champions League football, WTA tennis, ATP tennis, MLB baseball - major or small leagues and competitions all over the world!    TOP HIGHLIGHTS:  *All Games - Follow all today's matches in real time. Also, you can check out the matches on specific day by DateTime Picker.  *Live - Stay up to date with all the latest scores and results from hundreds and thousands of games worldwide. Every score at a glance. Just tap the matchup for Box Score or Lineups, H2H and Match Live.  *Favorites - Choose your favorite team and competition on matchup and always be up-to-date.  *Instant Notification - Get instant notifications of goal, corner, red or yellow card, start, starting lineups and final results for all live or your followed matches. A pop-up window will appear to inform you of score changing when you turn on the ""Score Reminder”.  *Leagues - In-depth coverage of leagues, cups and tournaments from over 200 countries. Check out latest rankings, standings, team or player stats and more.  Basketball: Over 500 tournaments including FIBA Basketball World Cup, NBA, CBA  Baseball: Complete souce for worldwide baseball matches including MLB World Series, KBO  Tennis: Complete source for worldwide tennis matches including ATP, WTA  Soccer: over 2600 tournaments and 37000 teams (FIFA World Cup, Premier League, Champions League, Serie A, La Liga, Bundesliga, MLS, FA Cup, League Cup, Europa League, Ligue 1, Coppa Italia, Copa Del Rey, Liga MX, UEFA European Championships and more)  *Chatroom - Get connected with other sports fans from all over the world. No game is boring if you can chat live.  *Language - 28 (more will be added)  ""Need help? Email service@aiscore.com or Tap ""Feedback""  We are affiliated with aiscore.com  Stay Tuned:  Facebook: @Aiscoreapp  Twitter: @aiscoreofficial  Instagram: @aiscore_official  For developers, please contact www.thesports.com for sports data solution.  For business inquiry, email business@aiscore.com"
1052,00280B2E4FA921E570467396A380FA4248AFA10372B97EB65668923C1087C854,com.perception.soc.en,,"Play the best classic MMORPG, only in Empire Online!  A truly massively multiplayer online role-playing game: Train your own epic character, create an unstoppable team, and build the most formidable empire in the land! Defend your empire with your friends and conquer others to expand your empire!  It’s time to begin your journey in a land with gods, demons, and legions of mystical creatures on your quest to save the world from destruction! Embark on branching quests in this MMORPG through unique levels, build your own legendary team of adventurers and the most exciting of all -- establish your own empire!  CHOOSE YOUR OWN ORIGINS 4 Races: Nordic, Eastland, Atlantis, and Maya 5 Classes: Warrior, Fighter, Wizard, Hunter, and Artificer  GAME FEATURES * Real time multiplayer MMORPG! * Classic turn based battle – devise your own skills and tactics! * A huge and developing world! * Team PVP! * Customize your avatars! * Build your empire and declare wars! * Regular events and levels held every month!  USER REVIEWS “GREAT MMORPG!!!	Best avatar/skill/equip customisation i have seen in any mobile mmorpg. Fun quests, pets and mounts, empires, events... So much fun. I will never get bored of this game!” -Christopher “Awesome It's a must try for all mmorpg fans from the battles to the customization of ur anime looking character ull be hooked forever lol check it out” -Gareth “Best game ever! BEST game ever download now it's a must have , never seen any mmorpg this good!!!” –SHAILESH “Its the best 2D mmo in mobile consoles It has its own pet system. You determine the stats, skills and the equip you want to wear. You can any weapon provided you satisfy the requirement, you get to lvl up even by grinding or questing. What more can you ask for?” -Denis"
1053,0046DD085DDCA00DD6804614539CC9071BC6A4C541A8FED8CDF364ADFE23FAB6,im.token.app,,"imToken is a reliable Web3 digital wallet trusted by tens of millions, enabling easy access to 35+ major networks including Bitcoin, Ethereum, and Tron.  Confidently Access Your Tokens ● Access 800,000+ tokens across 35+ blockchains - Bitcoin, Ethereum, Tron, Polygon, Base and more. ● Comprehensive security features including offline storage, hardware wallets, pin codes, biometrics and more. ● Conveniently track account balances and token prices powered by CoinGecko and DeBank. ● Understand on-chain information effortlessly with our decoded transaction feature.  Explore and Connect to Web3 ● Access 10+ Layer 2 networks like Optimism, Arbitrum, Scroll, zkSync, and Linea to enjoy faster and cheaper transactions. ● Discover and use 600+ top DApps like Uniswap, OpenSea, and Compound to maximize token utility with our DApp browser ● Send and receive popular ERC-721 & ERC-1155 NFTs seamlessly.  Diverse Account Management ● Efficiently manage multiple accounts across various networks within a single wallet using a set of mnemonic phrases. Additionally, create multiple independent accounts within the same network. ● Easily generate and manage up to 100 accounts, with the flexibility to add, delete, and customize tags for each account. ● Enjoy direct access to Layer 2s and EVM-compatible chains with one-click switch.  Contact us: Website: https://token.im  Discord：https://discord.com/invite/imToken  Twitter：https://twitter.com/imTokenOfficial"
1071,01CF53A30C327D2F003330F0154FF0DD7981B60E086C182DA6BA388B21B01677,com.rds.icc.hplusk,,"H+K Crisis Control is a mobile app that enables you and your teams to respond to incidents emerging crises quickly and effectively. The H+K Crisis Control app provides role and location-based finger-tip access to your plans, procedures, guidelines, checklists and contacts in a mobile friendly format. It is a unique communication collaboration tool that gives you access to  H+K crisis communications experts and your own teams using instant two-way communication, day or night.  The H+K Crisis Control app: • Puts your response plans and tools at your fingertips • Allows you to send an instant alert and set up a team call in minutes • Provides encryption and security for your sensitive plans and resources • Instantly access prepared response protocols, processes and messages. • Provide access to an up-to-date list of all the organization’s key contacts. • Enables you to message all members of the crisis team simultaneously and securely. • Have team members check-in on availability/safety during the incident  • Share information from news sources or the Internet.  • Monitor the incident and share updates."
1089,02DAE6FB6EE2E82D31D4777B935DAAFB91B9A564DF6B99FC7A15423DFB2A1719,com.schiffertech.screenwings,,"The developers of the glorious PC anti-screenshot solution bring you ScreenWings for Android. Prevent screenshots system-wide and escape surveillance by viruses, malware, snoopers or other curious noses.  Modern media require modern solutions. Minimize your risk of being spied and feel safe.  SCREENWINGS OFFERS YOU THE FOLLOWING FUNCTIONS ★ Global protection, whether it is a chat program, your web browser or any other app ★ Tile feature for quick disable and reenable ★ One simple setup for permanent protection ★ No ads, no tracking  MORE INFORMATION Our app uses almost no battery, neither the CPU is under heavy load. The perfect companion for safety conscious people who deal with sensitive data and want to block screenshots on demand.   PERMISSIONS This app uses the deactivation of battery optimizations to: To maintain the protection even in the energy-saving mode.  This app uses the draw over other apps permission to: Enable protection globally for all applications.  FEEDBACK Feel free to report bugs or send us feedbacks: https://schiffer.tech/#contact  Note: Protection works only on your device and does not block screen captures on third-party devices."
1090,02E49ACFDAE3E326378A2C16C6F6CCA30B5ABEFF8DC6508D2FA9F0F0EBFE347C,com.yosoft.tamilnadu.exam,,"Class 10, Plus1 and 12 Result by the State Board of Tamilnadu, India.   Features:  1. Material design 2. Flash updates with notifications 3. Easy cutoff calculators for engineering 4. Add to favorite to view it offline later  NOTE - Internet connection is mandatory to view the results.   DISCLAIMER: This is not an Official Application.Provides view of the authorized websites. Roll number and/or DOB Required."
1102,042A333E3346409AB6A37975414CF6E3841FB0F7307830019810DF260E3D8D14,com.hopeway.cam.hidvcam,,"""HIDVCAM"" is an audio and video service product for the consumer market that allows you to easily view pictures and videos taken with your camera anytime, anywhere. Accurate alarm messages can be pushed to your phone for protection in a timely manner. The app can coordinate with the camera to record great content around you.  The main function: 1. Live video 2. History video 3. Alarm message push"
1108,04A0AD6CC70069A0962F7DD4CD92F375F49D8AB33D4642B34F0FFDEF182C95A3,com.hqylkj.lc.myapplication,,"Macaroon WIFI: Macaroon LTE is a management tool for mobile wifi router. Monitor and get data package anytime anywhere, you will be to access internet more conveniently and travel the world more freely. Macaroon-TD LTE mobiel router provide global high-speed internet service with low tariff, convenient and high efficiency. Macaroon APP will help you to manage your macaroon MIFI, it can used for activate device, check data usage and battery status anytime. 【Contact us】 24-hour customer service hotline: 4006-5050-11 Official website: www.vipwifi.com"
1109,04A5D351252C8DCB6D4D8A36471DA23AD6AAA33EE55DBA4BA1E518B5DF849777,com.shoujiduoduo.dj,,"Produced by the Duoduo team, it is the best DJ music box and the best DJ player! Perfectly adapted to the latest Android, there are super hot DJ songs, Internet famous songs, and MC shout-outs. Hundreds of thousands of DJ songs can be loaded into your mobile phone, so you can listen to everything you want! ● Super rich resources Chinese dance music, English dance music, Japanese and Korean dance music, car music, nightclubs, Soho, Shoumai, electronic music, rhythm, remix, Internet DJ, Internet famous songs, subject three dance music, you can't think of it, you can't find it, DJ cats can all bark ! A lot of in-car high-end music, Mercedes-Benz, BMW, Ferrari, Jaguar Land Rover cruiser, car music, CD burning, bars and nightclubs, Soho, Shoumai, MC dance music, everything is available. ● Excellent sound quality We have the best flac lossless sound quality to perfectly restore your super audio-visual experience. ● Super easy to use Super convenient! Support online listening, wifi cache offline listening Download and listen with one click, saving data and not spending any money ● Popular search terms list Hot electronic music, popular Internet songs... Come and see what everyone is searching for. ● Intelligent management of songs Local song scanning, collection management, cache management, and user-friendly instant listening allow you to have fun anytime, anywhere."
